Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
9906,Special Round 2,"National Institute of Technology, Silchar",Microelectronics & VLSI Design,Group 1,OPEN,428,428
9907,Special Round 2,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,Group 1,SC,251,251
9908,Special Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,Group 1,OBC-NCL,335,320
9909,Special Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Microelectronics & VLSI Design,Group 1,OPEN,395,381
9910,Special Round 2,"National Institute of Technology, Rourkela",Mining Engineering,Group 1,OBC-NCL,351,308
9911,Special Round 2,"National Institute of Technology, Rourkela",Mining Engineering,Group 1,OPEN,387,351
9912,Special Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,ST,275,275
9913,Special Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OBC-NCL,491,491
9914,Special Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,EWS,483,483
9915,Special Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,Group 1,OPEN,530,530
9916,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Marine Structures,Group 1,OBC-NCL,329,317
9917,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Marine Structures,Group 1,OPEN,366,366
9918,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Marine Structures,Group 1,SC,253,253
9919,Special Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 1,OPEN,358,355
9920,Special Round 2,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,Group 1,SC,168,168
9921,Special Round 2,"National Institute of Technology, Warangal",Manufacturing Engineering,Group 1,OPEN,366,366
9922,Special Round 2,"National Institute of Technology, Warangal",Manufacturing Engineering,Group 1,OBC-NCL,321,321
9923,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,Group 1,OBC-NCL,339,324
9924,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,Group 1,OPEN,404,376
9925,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 1,OBC-NCL,379,349
9926,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 1,OPEN,456,449
9927,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,Group 1,SC,233,233
9928,Special Round 2,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,OBC-NCL,370,355
9929,Special Round 2,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,EWS,367,367
9930,Special Round 2,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,OPEN,410,401
9931,Special Round 2,National Institute of Technology Durgapur,Next Generation Communication and Networks,Group 1,SC,276,276
9932,Special Round 2,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,Group 1,SC,259,259
9933,Special Round 2,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,Group 1,SC,252,252
9934,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,OBC-NCL,341,315
9935,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,EWS,325,325
9936,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,Group 1,OPEN,405,385
9937,Special Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,Group 1,OBC-NCL,350,350
9938,Special Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,Group 1,EWS,330,330
9939,Special Round 2,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Nanoelectronics and VLSI Design,Group 1,OPEN,393,393
9940,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,Group 1,OBC-NCL,346,342
9941,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,Group 1,OPEN,389,381
9942,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Communication System,Group 1,SC,268,268
9943,Special Round 2,National Institute of Technology Durgapur,Operations Research,Group 1,EWS,377,377
9944,Special Round 2,National Institute of Technology Durgapur,Operations Research,Group 1,OPEN,414,414
9945,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OBC-NCL,499,493
9946,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,EWS,469,468
9947,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,OPEN,539,527
9948,Special Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Information Security and privacy,Group 1,SC,357,356
9949,Special Round 2,National Institute of Technology Durgapur,Power Electronics & Machine Drives,Group 1,OBC-NCL,330,326
9950,Special Round 2,National Institute of Technology Durgapur,Power Electronics & Machine Drives,Group 1,OPEN,354,354
9951,Special Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OBC-NCL,336,336
9952,Special Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,EWS,322,322
9953,Special Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,OPEN,382,382
9954,Special Round 2,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,Group 1,SC,287,275
9955,Special Round 2,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,Group 1,OBC-NCL,358,354
9956,Special Round 2,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,Group 1,EWS,354,334
9957,Special Round 2,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,Group 1,OPEN,401,385
9958,Special Round 2,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,Group 1,SC,315,315
9959,Special Round 2,Maulana Azad National Institute of Technology Bhopal,Power Electronics & Drives,Group 1,OBC-NCL,323,323
9960,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,Group 1,OBC-NCL,350,342
9961,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,Group 1,EWS,358,358
9962,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,Group 1,OPEN,374,367
9963,Special Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,Group 1,SC,295,295
9964,Special Round 2,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,OPEN,452,442
9965,Special Round 2,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,SC,318,318
9966,Special Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OBC-NCL,464,460
9967,Special Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,EWS,445,445
9968,Special Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,OPEN,488,480
9969,Special Round 2,"National Institute of Technology, Warangal",Power Electronics & Drives,Group 1,SC,366,346
9970,Special Round 2,National Institute of Technology Delhi,Power Electronics & Drives,Group 1,SC,284,284
9971,Special Round 2,"National Institute of Technology, Jamshedpur",Power Electronics & Drives,Group 1,SC,279,279
9972,Special Round 2,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,OBC-NCL,407,378
9973,Special Round 2,"National Institute of Technology, Rourkela",Power Electronics & Drives,Group 1,EWS,393,393
9974,Special Round 2,Maulana Azad National Institute of Technology Bhopal,Power Electronics & Drives,Group 1,SC,275,275
9975,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OBC-NCL,370,366
9976,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,EWS,350,330
9977,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,OPEN,393,389
9978,Special Round 2,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,Group 1,SC,275,275
9979,Special Round 2,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OBC-NCL,376,376
9980,Special Round 2,"National Institute of Technology, Rourkela",Biotechnology,Group 1,EWS,337,337
9981,Special Round 2,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OPEN,474,454
9982,Special Round 2,"National Institute of Technology, Warangal",Biotechnology,Group 1,OBC-NCL,377,363
9983,Special Round 2,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,OBC-NCL,362,358
9984,Special Round 2,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,OPEN,393,393
9985,Special Round 2,"National Institute of Technology, Rourkela",Control & Automation,Group 1,OBC-NCL,346,342
9986,Special Round 2,"National Institute of Technology, Rourkela",Control & Automation,Group 1,OPEN,397,378
9987,Special Round 2,"National Institute of Technology, Rourkela",Control & Automation,Group 1,SC,280,279
9988,Special Round 2,"National Institute of Technology, Warangal",Control & Automation,Group 4,OBC-NCL,405,405
9989,Special Round 2,"National Institute of Technology, Warangal",Control & Automation,Group 3,EWS,444,444
9990,Special Round 2,"National Institute of Technology, Warangal",Control & Automation,Group 1,OPEN,433,433
9991,Special Round 2,"National Institute of Technology, Warangal",Control & Automation,Group 3,OPEN,463,463
9992,Special Round 2,"National Institute of Technology, Warangal",Control & Automation,Group 4,OPEN,422,422
9993,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,OBC-NCL,628,620
9994,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,EWS,643,641
9995,Special Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,Group 1,OPEN,668,650
